protein_group_id,pocket_id,pocket_pdb,representative_protein_pdb,pocket_residue_count,merged_source_count,merged_source_ids_file,dataset_label
protein_group_000017,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000017/protein_group_000017_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000017/protein_group_000017_protein.pdb,168,60,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000017/protein_group_000017_pocket-1_source_ids.txt,template
protein_group_000017,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000017/protein_group_000017_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000017/protein_group_000017_protein.pdb,61,13,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000017/protein_group_000017_pocket-2_source_ids.txt,template
protein_group_000018,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000018/protein_group_000018_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000018/protein_group_000018_protein.pdb,98,50,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000018/protein_group_000018_pocket-1_source_ids.txt,template
protein_group_000018,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000018/protein_group_000018_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000018/protein_group_000018_protein.pdb,56,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000018/protein_group_000018_pocket-2_source_ids.txt,template
protein_group_000018,pocket-3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000018/protein_group_000018_pocket-3.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000018/protein_group_000018_protein.pdb,39,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000018/protein_group_000018_pocket-3_source_ids.txt,template
protein_group_000019,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000019/protein_group_000019_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000019/protein_group_000019_protein.pdb,118,71,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000019/protein_group_000019_pocket-1_source_ids.txt,template
protein_group_000020,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_protein.pdb,112,56,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_pocket-1_source_ids.txt,template
protein_group_000020,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_protein.pdb,65,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_pocket-2_source_ids.txt,template
protein_group_000020,pocket-3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_pocket-3.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_protein.pdb,53,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_pocket-3_source_ids.txt,template
protein_group_000020,pocket-4,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_pocket-4.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_protein.pdb,32,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_pocket-4_source_ids.txt,template
protein_group_000020,pocket-5,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_pocket-5.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_protein.pdb,31,7,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_pocket-5_source_ids.txt,template
protein_group_000020,pocket-6,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_pocket-6.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_protein.pdb,23,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_pocket-6_source_ids.txt,template
protein_group_000020,pocket-7,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_pocket-7.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_protein.pdb,19,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000020/protein_group_000020_pocket-7_source_ids.txt,template
protein_group_000021,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_protein.pdb,153,49,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_pocket-1_source_ids.txt,template
protein_group_000021,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_protein.pdb,105,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_pocket-2_source_ids.txt,template
protein_group_000021,pocket-3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_pocket-3.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_protein.pdb,86,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_pocket-3_source_ids.txt,template
protein_group_000021,pocket-4,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_pocket-4.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_protein.pdb,79,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_pocket-4_source_ids.txt,template
protein_group_000021,pocket-5,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_pocket-5.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_protein.pdb,71,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_pocket-5_source_ids.txt,template
protein_group_000021,pocket-6,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_pocket-6.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_protein.pdb,59,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_pocket-6_source_ids.txt,template
protein_group_000021,pocket-7,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_pocket-7.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_protein.pdb,51,9,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_pocket-7_source_ids.txt,template
protein_group_000021,pocket-8,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_pocket-8.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_protein.pdb,21,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000021/protein_group_000021_pocket-8_source_ids.txt,template
protein_group_000022,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_protein.pdb,178,26,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_pocket-1_source_ids.txt,template
protein_group_000022,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_protein.pdb,113,14,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_pocket-2_source_ids.txt,template
protein_group_000022,pocket-3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_pocket-3.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_protein.pdb,52,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_pocket-3_source_ids.txt,template
protein_group_000022,pocket-4,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_pocket-4.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_protein.pdb,49,10,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_pocket-4_source_ids.txt,template
protein_group_000022,pocket-5,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_pocket-5.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_protein.pdb,44,4,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_pocket-5_source_ids.txt,template
protein_group_000022,pocket-6,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_pocket-6.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_protein.pdb,24,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_pocket-6_source_ids.txt,template
protein_group_000022,pocket-7,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_pocket-7.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_protein.pdb,21,9,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_pocket-7_source_ids.txt,template
protein_group_000022,pocket-8,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_pocket-8.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_protein.pdb,15,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000022/protein_group_000022_pocket-8_source_ids.txt,template
protein_group_000023,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000023/protein_group_000023_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000023/protein_group_000023_protein.pdb,106,68,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000023/protein_group_000023_pocket-1_source_ids.txt,template
protein_group_000024,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000024/protein_group_000024_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000024/protein_group_000024_protein.pdb,102,62,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000024/protein_group_000024_pocket-1_source_ids.txt,template
protein_group_000024,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000024/protein_group_000024_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000024/protein_group_000024_protein.pdb,63,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000024/protein_group_000024_pocket-2_source_ids.txt,template
protein_group_000024,pocket-3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000024/protein_group_000024_pocket-3.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000024/protein_group_000024_protein.pdb,35,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000024/protein_group_000024_pocket-3_source_ids.txt,template
protein_group_000025,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000025/protein_group_000025_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000025/protein_group_000025_protein.pdb,53,64,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000025/protein_group_000025_pocket-1_source_ids.txt,template
protein_group_000025,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000025/protein_group_000025_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000025/protein_group_000025_protein.pdb,27,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000025/protein_group_000025_pocket-2_source_ids.txt,template
protein_group_000026,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000026/protein_group_000026_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000026/protein_group_000026_protein.pdb,142,29,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000026/protein_group_000026_pocket-1_source_ids.txt,template
protein_group_000026,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000026/protein_group_000026_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000026/protein_group_000026_protein.pdb,83,8,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000026/protein_group_000026_pocket-2_source_ids.txt,template
protein_group_000026,pocket-3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000026/protein_group_000026_pocket-3.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000026/protein_group_000026_protein.pdb,42,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000026/protein_group_000026_pocket-3_source_ids.txt,template
protein_group_000026,pocket-4,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000026/protein_group_000026_pocket-4.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000026/protein_group_000026_protein.pdb,36,6,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000026/protein_group_000026_pocket-4_source_ids.txt,template
protein_group_000026,pocket-5,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000026/protein_group_000026_pocket-5.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000026/protein_group_000026_protein.pdb,15,1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000026/protein_group_000026_pocket-5_source_ids.txt,template
protein_group_000027,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000027/protein_group_000027_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000027/protein_group_000027_protein.pdb,170,43,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000027/protein_group_000027_pocket-1_source_ids.txt,template
protein_group_000027,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000027/protein_group_000027_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000027/protein_group_000027_protein.pdb,100,7,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000027/protein_group_000027_pocket-2_source_ids.txt,template
protein_group_000027,pocket-3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000027/protein_group_000027_pocket-3.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000027/protein_group_000027_protein.pdb,84,7,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000027/protein_group_000027_pocket-3_source_ids.txt,template
protein_group_000027,pocket-4,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000027/protein_group_000027_pocket-4.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000027/protein_group_000027_protein.pdb,58,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000027/protein_group_000027_pocket-4_source_ids.txt,template
protein_group_000027,pocket-5,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000027/protein_group_000027_pocket-5.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000027/protein_group_000027_protein.pdb,44,3,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000027/protein_group_000027_pocket-5_source_ids.txt,template
protein_group_000027,pocket-6,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000027/protein_group_000027_pocket-6.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000027/protein_group_000027_protein.pdb,33,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000027/protein_group_000027_pocket-6_source_ids.txt,template
protein_group_000028,pocket-1,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000028/protein_group_000028_pocket-1.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000028/protein_group_000028_protein.pdb,125,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000028/protein_group_000028_pocket-1_source_ids.txt,template
protein_group_000028,pocket-2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000028/protein_group_000028_pocket-2.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000028/protein_group_000028_protein.pdb,61,5,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_000028/protein_group_000028_pocket-2_source_ids.txt,template
