source_id,smiles,molecule_name
465,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@]([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)O)(COC(=O)C)O)OC(=O)C)OC(=O)C)C)OC(=O)C)OC(=O)C4=CC=CC=C4,Yunantaxusin A
466,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@]([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)O)(COC(=O)C)O)OC(=O)C)OC(=O)C)C)OC(=O)C4=CC=CC=C4)O,Tasumatrol E
467,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@]([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC(=O)C)(CCl)O)O)OC(=O)C)C)OC(=O)C4=CC=CC=C4)O,Taxuchin B
468,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@]([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC(=O)C4=CC=CC=C4)(COC(=O)C)O)O)O)C)O)O,Taxuyunnanine L
469,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@@]45[C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC(O4)(OC5)C)O)OC(=O)C)C)OC(=O)C6=CC=CC=C6)O,Taxuyunnanine X
470,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@@]45[C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC(O4)(OC5)C)OC(=O)C)OC(=O)C)C)OC(=O)C6=CC=CC=C6)O,Taxuyunnanine W
471,O[C@H]1[C@@H]([C@]2([C@@H]([C@@](O3)([C@H](C[C@@H]2O)OC(C)=O)CO[C@@H]3C4=CC=C(O)C=C4)[C@@H]([C@](C[C@@H]5O)(C1=C5C)C(C)(C)O)OC(C6=CC=CC=C6)=O)C)O,"5-O-Acetyl-20-O-deacetyl-4,20-(p-hydroxyl-benzylidenedioxy)-taxuyunnanine L"
472,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@@]4([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC4)O)O)OC(=O)C)C)OC(=O)C)O,Taxumairol X
473,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@@]4([C@H]3[C@@H]([C@@]2(C[C@@H]1OC(=O)C)C(C)(C)O)OC4)O)O)OC(=O)C)C)OC(=O)C)O,Taxumairol Y
474,CC1=C(C[C@@]2(C1[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@@]4([C@H]3[C@@H]2OC4)O)O)OC(=O)C)C)OC(=O)C)OC(=O)C)C(C)(C)OC(=O)C5=CC=CC=C5)O,Taxumairol H
475,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@@]4([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)OC(=O)C)OC4)O)O)OC(=O)C)C)OC(=O)C)OC(=O)C5=CC=CC=C5,10-O-Benzoyl-15-O-acetyltaxumairol X
476,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@@]4([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC4)O)O)OC(=O)C)C)OC(=O)C5=CC=CC=C5)O,Taxuyunnanine Y
477,CC(OC1=C(C)C2[C@H]([C@@H]([C@]3([C@@H]4[C@@H]([C@@]2(C1)C(C)(C)OC(C5=CC=CC=C5)=O)OC[C@@]4([C@H](C[C@@H]3O)O)OC(C)=O)C)O)OC(C)=O)=O,"4alpha,10beta,13alpha-Triacetoxy-15-benzoyloxy-2alpha,20beta-epoxy-11(15→1)abeotax-11-ene-5alpha,7beta,9alpha-triol"
478,CC1=C(C[C@@]2(C1[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@@]4([C@H]3[C@@H]2OC4)OC(=O)C)O)OC(=O)C)C)OC(=O)C)OC(=O)C)C(C)(C)OC(=O)C5=CC=CC=C5)OC(=O)C,Taxumairol G
479,OC1=C(C)C2[C@H]([C@@H]([C@]3([C@@H]4[C@@H]([C@@]2(C1)C(C)(C)OC(C)=O)OC[C@@]4([C@H](C[C@@H]3OC(C)=O)O)OC(C)=O)C)OC(C)=O)OC(C)=O,"4alpha,7beta,9alpha,10beta,15-Pentaacetoxy-2alpha,20beta-epoxy-11(15→1)abeotax-11-ene-5alpha,13alpha-diol"
480,CC1=C2[C@H]([C@H]([C@@]3([C@H](C[C@@H]([C@@]4([C@H]3[C@@H]([C@@]2(C[C@@H]1OC(=O)C)C(C)(C)O)OC4)OC(=O)C)O)OC(=O)C)C)OC(=O)C5=CC=CC=C5)O,Taxuyunnanine E
481,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@@]4([C@H]3[C@@H]([C@@]2(C[C@@H]1O)C(C)(C)O)OC4)OC(=O)C5=CC=CC=C5)OC(=O)C)OC(=O)C)C)OC(=O)C)O,Tasumatrol G
482,CC1=C(C[C@]2(C1[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@@]4([C@H]3[C@@H]2OC4)O)O)OC(=O)C)C)OC(=O)C)OC(=O)C)C(=C)C)O,Taxumairol J
483,CC1=C(C[C@]2(C1[C@H]([C@@H]([C@@]3([C@H](C[C@@H]([C@@]4([C@H]3[C@@H]2OC4)O)O)OC(=O)C)C)OC(=O)C)OC(=O)C)C(=C)C)OC(=O)C,Taxumairol I
484,CC(OC1=C(C)C2[C@H]([C@@H]([C@]3([C@@H]4[C@@H]([C@]2(C1)C(C)=C)OC[C@@]4([C@H](C[C@@H]3O)O)OC(C)=O)C)O)O)=O,"4alpha,13alpha-Diacetoxy-2alpha,20-epoxy-11(15→1)abeotaxa-11,15-diene-5alpha,7beta,9alpha,10beta-tetraol"
485,CC1=C2[C@]3(CC4[C@]([C@]2(C(=O)OC3(C)C)O)([C@H](C[C@@H]([C@]4(COC(=O)C5=CC=CC=C5)O)O)O)C)[C@@H](C1)O,Tasumatrol T
486,CC1=C2[C@]3(CC4[C@]([C@]2(C(=O)OC3(C)C)O)([C@H](C[C@@H]([C@]4(COC(=O)C5=CC=CC=C5)O)OC(=O)C)O)C)[C@@H](C1)O,Tasumatrol P
487,CC1=C2[C@]3(CC1)[C@H](C4[C@]([C@]2(C(=O)OC3(C)C)O)([C@H](C[C@@H]([C@]4(CO)O)O)O)C)OC(=O)C5=CC=CC=C5,Tasumatrol R
488,CC1=C2[C@]3(CC1)[C@H]([C@H]4[C@]([C@@]2(C(=O)OC3(C)C)O)([C@H](C[C@@H]([C@]4(COC(=O)C)O)O)O)C)OC(=O)C5=CC=CC=C5,Tasumatrol I
489,CC1=C2[C@@]3([C@@H](OC(C4=CC=CC=C4)=O)[C@H]5[C@]([C@@H](O)C[C@H](O)[C@@]5(O)COC(C)=O)(C)[C@]2(O)C(OC3(C)C)=O)C[C@@H]1O,"20-Acetoxy-2alpha-benzoyloxy-4alpha,5alpha,7beta,9alpha,13alpha-pentahydroxy-11(15→1),11(10→9)bisabeotax-11-ene-10,15-lactone"
490,CC1=C2[C@]3(C[C@@H]1O)[C@H]([C@H]4[C@]([C@@]2(C(=O)OC3(C)C)O)([C@H](C[C@@H]([C@]4(CO)O)OC(=O)C)O)C)OC(=O)C5=CC=CC=C5,Tasumatrol H
491,CC1=C2[C@]3(CC1)[C@H]([C@H]4[C@]([C@@]2(C(=O)OC3(C)C)O)([C@H](C[C@@H]5[C@]4(CO5)OC(=O)C)O)C)OC(=O)C6=CC=CC=C6,Tasumatrol J
492,CC1=C2[C@@]3([C@@H](OC(C4=CC=CC=C4)=O)[C@H]5[C@]([C@@H](O)C[C@@H]6[C@@]5(OC(C)=O)CO6)(C)[C@]2(O)C(OC3(C)C)=O)C[C@@H]1O,Wallifoliol
493,CC1=C2[C@@]3(C[C@@H]1OC(=O)C)[C@H]([C@H]4[C@]([C@]2(C(=O)OC3(C)C)O)([C@H](C[C@@H]5[C@]4(CO5)OC(=O)C)O)C)OC(=O)C6=CC=CC=C6,13-O-Acetylwallifoliol
494,CC1=C2[C@@]3([C@@H](OC(C4=CC=CC=C4)=O)[C@H]5[C@]([C@@H](O)C[C@@H]6[C@@]5(OC(C)=O)CO6)(C)[C@]2(O)C(OC3(C)C)=O)CC1=O,"13-oxo-Wollifoliane-10,15-olid"
495,CC1=C2[C@]3(C[C@@H]1O)[C@H](C4[C@]([C@]2(C(=O)OC3(C)C)O)([C@H](C[C@H]5[C@@]4(OC(O5)(C)C)COC(=O)C)O)C)OC(=O)C6=CC=CC=C6,Tasumatrol Q
496,CC1=C2[C@]3(CC4[C@]([C@]2(C(=O)OC3(C)C)O)([C@H](C[C@@H]([C@@]45COC(O5)(C6=CC=CC=C6)O)OC(=O)C)O)C)[C@@H](C1)O,Tasumatrol S
497,CC1=C2[C@@](C[C@@H]1O)([C@H]([C@H]3[C@]4([C@]2(C(=O)OC4)O)[C@H](C[C@@H]5[C@]3(CO5)OC(=O)C)O)OC(=O)C6=CC=CC=C6)C(C)(C)O,Tasumatrol A
498,O[C@H]1C([C@@]2([C@H](C[C@@H](/C(C2)=C/[C@H](C(C(C)(C1=C3C)C)C[C@@H]3OC(C)=O)O)O)OC(C)=O)C)=O,"7beta,13alpha-Diacetoxy-2alpha,5alpha,10beta-trihydroxy-2(3→20)abeotaxa-4(20),11-dien-9-one"
499,CC(O[C@H]1C([C@@]2([C@H](C[C@@H](/C(C2)=C/[C@H](C(C(C)(C1=C3C)C)C[C@@H]3O)O)O)OC(C)=O)C)=O)=O,"7beta,10beta-Diacetoxy-2alpha,5alpha,13alpha-trihydroxy-2(3→20)abeotaxa-4(20),11-dien-9-one"
500,CC1=C2[C@H](C(=O)[C@]3(C/C(=C\[C@H]([C@H](C2(C)C)C[C@@H]1OC(=O)C)O)/[C@H](C[C@@H]3OC(=O)C)O)C)OC(=O)C,2-Deacetyltaxin B
501,O[C@H]1C([C@@]2([C@H](C[C@@H](/C(C2)=C/[C@H](C(C(C)(C1=C3C)C)C[C@@H]3OC(C)=O)O)OC(/C=C/C4=CC=CC=C4)=O)O)C)=O,Taxezopidine P
502,CC1=C2[C@H](C(=O)[C@]3(C/C(=C\[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)O)/[C@H](C[C@@H]3O)OC(=O)/C=C/C4=CC=CC=C4)C)OC(=O)C,"10beta,13alpha-Diacetoxy-5alpha-cinnamoyloxy-2alpha,7beta-dihydroxy-2(3→20)-abeotaxa-4(20),11-dien-9-one"
503,CC(O[C@H]1C([C@@]2([C@H](C[C@@H](/C(C2)=C/[C@H](C(C(C)(C1=C3C)C)C[C@@H]3OC(C)=O)O)OC(/C=C/C4=CC=CC=C4)=O)O)C)=O)=O,2-Decacetyltaxuspine B
504,CC1=C2[C@H](C(=O)[C@]3(C/C(=C\[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)O)/[C@H](C[C@@H]3OC(=O)C)OC(=O)/C=C/C4=CC=CC=C4)C)OC(=O)C,"7beta,10beta,13alpha-Triacetoxy-5alpha-cinnamoyloxy-2alpha-hydroxy-2(3→20)abeotaxa-4(20),11-dien-9-one"
505,O[C@H]1C([C@@]2([C@H](C[C@@H](/C(C2)=C/[C@H](C(C(C)(C1=C3C)C)C[C@@H]3OC(C)=O)O)OC(C(O)C(N(C)C)C4=CC=CC=C4)=O)O)C)=O,Taxine C (2-deacetlytaxine A)
506,CC(O[C@H]1C([C@@]2([C@H](C[C@@H](/C(C2)=C/[C@H](C(C(C)(C1=C3C)C)C[C@@H]3OC(C)=O)O)OC(C(O)C(N(C)C)C4=CC=CC=C4)=O)OC(C)=O)C)=O)=O,"7beta,10beta,13alpha-Triacetoxy-5alpha-(3'-dimethylamino-3'-phenylpropanoyl-oxy)-2'-hydroxy-2(3→20)abeotaxa-4(20),11-dien-9-one"
507,CC1([C@@H](O)C[C@@H]/2O)CC2=C([H])/C(OC(C)=O)[C@@]3([H])C[C@@H](OC(C)=O)C(C)=C([C@H](O)C1=O)C(C)3C,Deaminoacyltaxine A
508,CC1=C2C(=O)[C@@H]([C@]3(C/C(=C\[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)OC(=O)C)/[C@H](C[C@@H]3OC(=O)C)O)C)O,"2alpha,7beta,13alpha-Triacetoxy-5alpha,9alpha-dihydroxy-2(3→20)abeotaxa-4(20),11-dien-10-one"
509,CC1=C2[C@@H](O)C([C@@]3(C)C/C([C@@H](O)C[C@@H]3OC(C)=O)=C\[C@H](OC(C)=O)[C@H](C[C@@H]1O)C2(C)C)=O,"2alpha,7beta-Diacetoxy-5alpha,10beta,13alpha-trihydroxy-2(3→20)abeotaxa-4(20),11-dien-9-one"
510,CC1=C2[C@H](C(=O)[C@]3(C/C(=C\[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)OC(=O)C)/[C@H](C[C@@H]3OC(=O)C)O)C)O,Taxuspine W
511,CC1=C2[C@H](C(=O)[C@]3(C/C(=C\[C@@H]([C@@H](C2(C)C)C[C@@H]1O)OC(=O)C)/[C@H](C[C@@H]3OC(=O)C)O)C)OC(=O)C,"2alpha,7beta,10beta-Triacetoxy-5alpha,13alpha-dihydroxy-2(3→20)abeotaxa-4(20),11-dien-9-one"
512,CC1=C2[C@H](C(=O)[C@]3(C/C(=C\[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)OC(=O)C)/[C@H](C[C@@H]3OC(=O)C)O)C)OC(=O)C,"Taxin B (5alpha-hydroxy-2alpha,7beta,10beta,13alpha-tetraacetoxy-2(3→20)abeotaxa-4(20),11-dien-9-one)"
513,CC1=C2[C@@H](OC(C)=O)C([C@@]3(C)C/C([C@@H](O)C[C@@H]3OC(C)=O)=C\[C@H](OC(C)=O)[C@H](CC1=O)C2(C)C)=O,"2alpha,7beta,10alpha-Triacetoxy-5alpha-hydroxy-2(3→20)abeotaxa-4(20),11-dien-9,13-dione"
514,CC1=C2[C@@H](O)C([C@@]3(C)C/C([C@@H](O)C[C@@H]3OC(C)=O)=C\[C@H](OC(C)=O)[C@H](CC1OC(C)=O)C2(C)C)=O,"2alpha,5alpha,13alpha-Triacetoxy-7beta,10beta-dihydroxy-2(3→20)abeotaxa-4(20),11-dien-9-one"
515,CC1=C2[C@@H](O)C([C@@]3(C)C/C([C@@H](OC(C)=O)C[C@@H]3O)=C\[C@H](OC(C)=O)[C@H](CC1OC(C)=O)C2(C)C)=O,"2alpha,5alpha,13alpha-Triacetoxy-7beta-hydroxy-2(3→20)abeotaxa-4(20),11-diene-9,10-dione"
516,CC1=C2C(=O)[C@@H]([C@]3(C/C(=C\[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)OC(=O)C)/[C@H](C[C@@H]3OC(=O)C)OC(=O)C)C)O,"2alpha,5alpha,7beta,13alpha-Tetraacetoxy-10beta-hydroxy-2(3→20)abeotaxa-4(20),11-dien-9-one"
517,CC1=C2[C@@H](OC(C)=O)C([C@@]3(C)C/C([C@@H](OC(/C=C/C4=CC=CC=C4)=O)CC3)=C\[C@H](OC(C)=O)[C@H](CC1OC(C)=O)C2(C)C)=O,"7-Deacetoxy-5-O-cinnamoyltaxin B (5alpha-cinnamoyloxy-2alpha,10beta,13alpha-triacetoxy-2(3→20)abeotaxa-3(4),11-dien-9-one)"
518,CC1=C2[C@H](C(=O)[C@]3(C/C(=C\[C@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)OC(=O)C)/[C@H](C[C@@H]3O)OC(=O)/C=C/C4=CC=CC=C4)C)O,Taxuspinanane H (deaminoacylcinnamoyltaxine A)
519,CC1=C2[C@H](C(=O)[C@]3(C/C(=C\[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)OC(=O)C)/[C@H](C[C@@H]3OC(=O)C)OC(=O)/C=C/C4=CC=CC=C4)C)O,Taxuspine B
520,CC1=C2[C@@H](OC(C)=O)C([C@@]3(C)C/C([C@@H](OC(/C=C/C4=CC=CC=C4)=O)C[C@H]3OC(C)=O)=C\[C@H](OC(C)=O)[C@H](CC1OC(C)=O)C2(C)C)=O,"5alpha-O-Cinnamoyltaxin B (5alpha-cinnamoyloxy-2alpha,7beta,10beta,13alpha-tetra-acetoxy-2(3→20)abeotaxa-4(20),11-dien-9-one)"
521,CC1=C2C(=O)C(=O)[C@]3(C/C(=C\[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)OC(=O)C)/[C@H](C[C@@H]3OC(=O)C)OC(=O)/C=C/C4=CC=CC=C4)C,Dantaxusin A
522,CC1=C2C(O)C([C@@]3(C)C/C([C@@H](OC(CC(N(C)C)C4=CC=CC=C4)=O)C[C@H]3OC(C)=O)=C\[C@H](OC(C)=O)[C@H](C[C@@H]1OC(C)=O)C2(C)C)=O,"2alpha,7beta,13alpha-Triacetoxy-5alpha-[(2'R,3'S)-N,N-dimethyl-3'-phenyl-propanoyloxy]-10beta-hydroxy-2(3→20)abeotaxa-4(20),11-dien-9-one"
523,CC1=C2C(C([C@@]3(C)C/C([C@@H](OC(CC(N(C)C)C4=CC=CC=C4)=O)C[C@H]3OC(C)=O)=C\[C@H](OC(C)=O)[C@H](C[C@@H]1OC(C)=O)C2(C)C)=O)=O,"2alpha,7beta,13alpha-Triacetoxy-5alpha-[(2'R,3'S)-N,N-dimethyl- 3'-phenyl-propanoyloxy]-2(3→20)abeotaxa-4(20),11-diene-9,10-dione"
524,CC1=C2[C@H](C(=O)[C@]3(C/C(=C\[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)OC(=O)C)/[C@H](C[C@@H]3O)OC(=O)[C@@H]([C@H](C4=CC=CC=C4)N(C)C)O)C)O,Taxine A
525,CC1=C2[C@@H](C(=O)[C@@]3(C/C(=C\[C@H]([C@@H](C2(C)C)C[C@H]1OC(=O)C)OC(=O)C)/[C@H](C[C@H]3OC(=O)C)OC(=O)[C@H](C(C4=CC=CC=C4)N(C)C)O)C)O,7-O-Acetyltaxine A
526,CC1=C2[C@H](C(=O)[C@]3(C/C(=C\[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)OC(=O)C)/[C@H](C[C@@H]3OC(=O)C)OC(=O)C(C(C4=CC=CC=C4)N(C)C)O)C)OC(=O)C,"2alpha,7beta,10beta,13alpha-Tetraacetoxy-5alpha-[(2'R,3'S)-N,N-dimethyl-3'-phenylisoseryloxy]-2(3→20)abeotaxa-4(20),11-dien-9-one"
527,O=C([C@@H]1O)[C@@]2(C)C/C([C@@H](O)C[C@@H]2OC(C)=O)=C\[C@H](OC(C)=O)[C@]3([H])C[C@@H](O)C(C)=C1C3(C)C,"2alpha,7beta-Diacetoxy-5alpha,10beta,13beta-trihydroxy-2(3→20)abeotaxa-4(20),11-dien-9-one"
528,CC1=C2[C@@H](OC(C)=O)C([C@@]3(C)C/C(C=CC3=O)=C\[C@H](OC(C)=O)[C@H](C[C@@H]1OC(C)=O)C2(C)C)=O,"2alpha,10beta,13alpha-Triacetoxy-2(3→20)abeotaxa-4(20),5,11-triene-7,9-dione"
529,CC1=C2[C@@H](O)C([C@@]3(C)C/C(C=CC3=O)=C\[C@H](OC(C)=O)[C@H](C[C@@H]1OC(C)=O)C2(C)C)=O,"2alpha,13alpha-Diacetoxy-10beta-hydroxy-2(3→20)abeotaxa-4(20),5,11-triene-7,9-dione"
530,CC1=C2[C@H](C(=O)[C@]3(C/C(=C\[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)OC(=O)C)/C(=O)C=C3)C)OC(=O)C,Taxumairone A
531,CC1=C2[C@@H](O)C([C@@]3(C)C/C(C(C=C3)=O)=C\[C@H](OC(C)=O)[C@H](C[C@@H]1OC(C)=O)C2(C)C)=O,"2alpha,13alpha-Diacetoxy-10beta-hydroxy-2(3→20)abeotaxa-4(20),6,11-triene-5,9-dione"
532,CC1[C@]23[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]4(C)CC=C(OC(/C=C/C5=CC=CC=C5)=O)C([C@@]42CC(CC1=O)C3(C)C)=O,"9alpha,10beta-Diacetoxy-5alpha-cinnamoyloxy-3,11-cyclotax-4(20)-en-13-one"
533,C=C1[C@H](CC[C@@](C)([C@H]([C@@H]([C@](C(C)([C@]2(CC3=O)[H])C)4[C@@H]3C)OC(C)=O)O)[C@]14[C@@H]2O)O,"10beta-Acetoxy-2alpha,5alpha,9alpha-trihydroxy-3,11-cyclotax-4(20)-en-13-one"
534,CC1[C@]23[C@@H](O)[C@H](O)[C@]4(C)CC=C(OC(/C=C/C5=CC=CC=C5)=O)C([C@@]42[C@H](O)C(CC1=O)C3(C)C)=O,5-Cinnamoylphototaxicin II
535,CC1[C@]23[C@@H](OC(C)=O)[C@H](O)[C@]4(C)CC=C(OC(/C=C/C5=CC=CC=C5)=O)C([C@@]42[C@H](O)C(CC1=O)C3(C)C)=O,"10beta-Acetoxy-5alpha-cinnamoyloxy-2alpha,9alpha-dihydroxy-3,11-cyclotax-4(20)-en-13-one"
536,CC1[C@]23[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]4(C)CC[C@H](OC(/C=C/C5=CC=CC=C5)=O)C([C@@]42[C@H](O)C(CC1=O)C3(C)C)=O,"9alpha,10beta-Diacetoxy-5alpha-cinnamoyloxy-2alpha-hydroxy-3,11-cyclotax-4(20)-en-13-one"
537,CC1[C@]23[C@@H](O)[C@H](O)[C@]4(C)CC=C(O)C([C@@]42[C@H](OC(C)=O)C(CC1=O)C3(C)C)=O,"2alpha-Acetoxy-5alpha,9alpha,10beta-trihydroxy-3,11-cyclotax-4(20)-en-13-one"
538,CC1[C@]23[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]4(C)CC=C(O)C([C@@]42[C@H](OC(C)=O)C(CC1=O)C3(C)C)=O,Taxinine K
539,CC1[C@]23[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]4(C)CC=C(OC(C)=O)C([C@@]42[C@H](OC(C)=O)C(CC1=O)C3(C)C)=O,Taxinine L
540,C[C@@H]1C(=O)C[C@H]2[C@H]([C@@]34[C@]1(C2(C)C)[C@H]([C@@H]([C@@]3(CC[C@@H](C4=C)OC(=O)/C=C/C5=CC=CC=C5)C)O)O)OC(=O)C,"2alpha-Acetoxy-5alpha-cinnamoyloxy-9alpha,10beta-dihydroxy-3,11-cyclotax-4(20)-en-13-one"
541,CC1[C@]23[C@@H](OC(C)=O)[C@H](O)[C@]4(C)CC=C(OC(/C=C/C5=CC=CC=C5)=O)C([C@@]42[C@H](OC(C)=O)C(CC1=O)C3(C)C)=O,"2,10-Diacetyl-5-cinnamoylphototaxicin II (2alpha,10beta-diacetoxy-5alpha-cinnamoyloxy-9alpha-hydroxy-3,11-cyclotax-4(20)-en-13-one)"
542,CC1[C@]23[C@@H](O)[C@H](OC(C)=O)[C@]4(C)CC=C(OC(/C=C/C5=CC=CC=C5)=O)C([C@@]42[C@H](OC(C)=O)C(CC1=O)C3(C)C)=O,"2,9-Diacetyl-5-cinnamoylphototaxicin II"
543,C[C@@H]1C(=O)C[C@H]2[C@H]([C@@]34[C@@]1(C2(C)C)[C@H]([C@@H]([C@@]3(CC[C@@H](C4=C)OC(=O)/C=C/C5=CC=CC=C5)C)OC(=O)C)OC(=O)C)OC(=O)C,Taxuspine C
544,CC1[C@]23[C@@H](OC(C)=O)[C@H](O)[C@]4(C)[C@H](O)C=C(OC(/C=C/C5=CC=CC=C5)=O)C([C@@]42[C@H](OC(C)=O)C(CC1=O)C3(C)C)=O,"2,10-Diacetyl-5-cinnamoyl-7beta-hydroxyphototaxicin II 3,11-cyclotax-4(20)-en-13-one"
545,CC1[C@]23[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]4(C)[C@H](OC(C)=O)C=C(OC(/C=C/C5=CC=CC=C5)=O)C([C@@]42[C@H](OC(C)=O)C(CC1=O)C3(C)C)=O,7beta-Acetoxytaxuspine C
546,CC1[C@]23[C@@H](OC(C)=O)[C@H](O)[C@]4(C)CC=C(OC(/C=C/C5=CC=CC=C5)=O)C([C@@]42[C@H](O)[C@@](CC1=O)(O)C3(C)C)=O,"10beta-Acetoxy-5alpha-cinnamoyloxy-1beta,2alpha,9alpha-trihydroxy-3,11-cyclotax-4(20)-en-13-one"
548,CC1=C2[C@H]([C@@H]([C@@]3(CC[C@@H](C(=C)[C@H]3[C@@H]([C@@](C2(C)C)(CC1=O)O)O)OC(=O)/C=C/C4=CC=CC=C4)C)OC(=O)C)O,5-Cinnamoyl-9-acetylphototaxicin I
549,CC1[C@]23[C@@H](OC(C)=O)[C@H](O)[C@]4(C)CC=C(OC(/C=C/C5=CC=CC=C5)=O)C([C@@]42[C@H](OC(C)=O)[C@@](CC1=O)(O)C3(C)C)=O,"2alpha,10beta-Diacetoxy-5alpha-cinnamoyloxy-1beta,9alpha-dihydroxy-3,11-cyclotax-4(20)-en-13-one"
550,CC1[C@]23[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]4(C)CC=C(OC(/C=C/C5=CC=CC=C5)=O)C([C@@]42[C@H](OC(C)=O)[C@@](CC1=O)(O)C3(C)C)=O,1beta-Hydroxytaxuspine C
551,CC1[C@]23[C@@H](OC(C)=O)[C@H](O)[C@]4(C)CC=C(OC(/C=C\C5=CC=CC=C5)=O)C([C@@]42[C@H](OC(C)=O)C(CC1=O)C3(C)C)=O,"2,10-Diacetyl-5-[(Z)-cinnamoyl]phototaxicin II"
552,C[C@@H]1C(=O)C[C@H]2[C@H]([C@@]34[C@]1(C2(C)C)[C@H]([C@@H]([C@@]3(CC[C@@H](C4=C)OC(=O)C[C@H](C5=CC=CC=C5)N(C)C)C)O)OC(=O)C)OC(=O)C,"2alpha,10beta-Diacetoxy-9alpha-hydroxy-5alpha-(3'-dimethylamino-3'-phenylpropanoyloxy)-3,11-cyclotax-4(20)-en-13-one"
553,CC(O[C@H]1[C@]23C([C@H](CC[C@]2([C@H]([C@@H]([C@]([C@@H]4C)3C(C)([C@H]1CC4=O)C)OC(C)=O)OC(C)=O)C)OC(C[C@H](C5=CC=CC=C5)N(C)C)=O)=C)=O,Taxuspine H
554,C[C@@H]1C(=O)C[C@H]2[C@H]([C@@]34[C@]1(C2(C)C)[C@H]([C@@H]([C@@]3([C@@H](C[C@@H](C4=C)OC(=O)/C=C/C5=CC=CC=C5)OC(=O)C)C)O)OC(=O)C)OC(=O)C,"2alpha,7alpha,10beta-Triacetoxy-5alpha-cinnamoyloxy-9alpha-hydroxy-3,11-cyclotax-4(20)-en-13-one"
555,C[C@@H]1C(=O)C[C@H]2C[C@@]34[C@]1(C2(C)C)[C@H]([C@@H]([C@@]3([C@H](C=CC4=C)OC(=O)C)C)O)OC(=O)C,"7beta,10beta-Diacetoxy-9alpha-hydroxy-3,11-cyclotax-4(20),5-dien-13-one"
556,C[C@@H]1C(C[C@H]2C[C@@]34[C@@]1([C@@H](OC(C)=O)C[C@]3(C)[C@@H](OC(C)=O)C=C(OC(C)=O)C4=C)C2(C)C)=O,"3alpha,11alpha-cyclotaxinine NN-1"
557,C[C@@H]1C(=O)C[C@H]2[C@H]([C@@]34[C@]1(C2(C)C)[C@H]([C@@H]([C@@]3([C@H](C=C(C4=C)OC(=O)/C=C/C5=CC=CC=C5)OC(=O)C)C)O)OC(=O)C)OC(=O)C,"2alpha,7beta,10beta-Triacetoxy-5-cinnamyloxy-9alpha-hydroxy-3alpha,11alpha-cyclotaxa-4(20),5-dien-13-one"
